uid,name,name_romanji,nickname,nickname_romanji,member_count,member_names,member_uids,past_member_count,past_member_names,past_member_uids,color,formed_date,popularity,fans,union,union_uid,agencies,agency_uids,pictures_count,pictures_paths,wiki_url,song_uids_count,discography_count,disc_uids_count,songs_count,description
"QXNJcw","AsIs","AsIs","","","7","北川姫子 | 南世菜 | 山城虹奏 | 星野夢空 | 桃井美月 | 瀬乃ひより | 雨野せい","8e4079af-1054-4b7b-993c-2209acf7b47d | 0e8350a4-51b0-4f12-9ad6-c23240d6eb91 | 40e5ac69-845e-450d-8c62-bc97f6aef0f3 | a1ccdfcd-9725-499a-9ad3-5db92ecd9fb2 | 5edd7e68-d489-492d-8838-b348f7861583 | c3de211b-131c-47c8-a9c6-aefbe86ce1b2 | 35f8b027-dfc5-43e5-96d2-f359508a6123","0","","","","2024-03-29","22","1293","","","","","5","picture/AsIs_photo_4.webp | picture/AsIs_photo.webp | picture/AsIs_photo_2.webp | picture/AsIs_logo.webp | picture/AsIs_photo_3.webp","https://jpop.fandom.com/wiki/AsIs","0","10","10","0","AsIs September 2025 Information Genre J-pop Years 2024-Present Links Social Media AsIs is an idol group that debuted on March 29, 2024."
"QXhlbGlnaHQ","Axelight","Axelight","","","3","ひなの | 久遠じゅりあ | 堂福みこと","633adaf1-2055-4d82-8653-2449e78f1d18 | 64edda0f-2452-45b5-a6b3-9f38702d2d15 | 620e61f0-5484-403a-a5de-08b6c2245b64","1","館原るい","0a4b24f6-da42-48f5-b767-516b65929cb3","","2022-05-01","16","1944","","","we-B studios","","8","picture/Axelight_photo_5.webp | picture/Axelight_photo_3.webp | picture/Axelight_photo_2.webp | picture/Axelight_photo_6.webp | picture/Axelight_photo.webp | picture/Axelight_photo_4.webp | picture/Axelight_logo.jpg | picture/Axelight_photo_7.webp","https://jpop.fandom.com/wiki/Axelight","0","14","14","0","September 2025 Information Origin Osaka, Japan Genre Rock Years 2022-Present Agency we-B studios Links Website Official Website Social Media Axelight is an electronic rock idol group from Osaka that debuted in May 2022."
"QkFCWS1DUkFZT07jgJwxMzYx44Cc","BABY-CRAYON〜1361〜","BABY-CRAYON~1361~","ベビクレ","BabyCray","3","吉田菜々世 | 桜木こと | 石綿日向子","f1e6abd6-4a62-44f9-9286-3ca25026ca26 | a3bbc3d2-bb41-456d-91f6-01df1113dbb9 | db4f85ff-f217-4759-9745-d50ae2aea34e","2","早海美玖 | 永久ハンナ","6fb46441-fd08-4e1f-b813-9ed26b7c6d61 | ace55e48-5d83-42f1-b15d-d21392d98cdd","","2021-07-01","6","1382","","","ORIGAMI","","8","picture/BABY-CRAYON~1361~_photo_4.webp | picture/BABY-CRAYON~1361~_photo_6.webp | picture/BABY-CRAYON~1361~_photo.webp | picture/BABY-CRAYON~1361~_photo_7.webp | picture/BABY-CRAYON~1361~_photo_5.webp | picture/BABY-CRAYON~1361~_logo.webp | picture/BABY-CRAYON~1361~_photo_3.webp | picture/BABY-CRAYON~1361~_photo_2.webp","https://jpop.fandom.com/wiki/BABY-CRAYON~1361~","0","22","22","0","January 2024 Information Also Known As BabyCray (ベビクレ) Genre J-Pop Years 2021-Present Agency ORIGAMI Current Members Ishiwata Hinako Yoshida Nanase Sakuragi Koto Former Members Hayami Miku Nagahisa Hanna Producer Ishiwata Hinako Links Website Official Site Social Media BABY-CRAYON~1361~ is a three-member idol group formed in July 2021."
"QkFCWU1FVEFM","BABYMETAL","BABYMETAL","","","3","MOAMETAL | MOMOMETAL | SU-METAL","d98bd816-6aa8-4258-9369-7075b0bbcf1e | 88500790-e001-460a-9cdd-fbba8340f0c8 | d754a9da-4bf8-43df-b2aa-093133744dda","1","YUIMETAL","93f39a5b-a48f-474f-9de4-a0a92059b41c","","2010-01-01","70","2967244","","","AMUSE","","25","picture/BABYMETAL_photo_5.webp | picture/BABYMETAL_photo_12.webp | picture/BABYMETAL_photo_3.webp | picture/BABYMETAL_photo_13.webp | picture/BABYMETAL_photo_22.webp | picture/BABYMETAL_photo_2.webp | picture/BABYMETAL_photo_9.webp | picture/BABYMETAL_photo_16.webp | picture/BABYMETAL_photo_14.webp | picture/BABYMETAL_photo_23.webp | picture/BABYMETAL_photo_21.webp | picture/BABYMETAL_photo_11.webp | picture/BABYMETAL_photo_7.webp | picture/BABYMETAL_photo_6.webp | picture/BABYMETAL_photo_20.webp | picture/BABYMETAL_logo.webp | picture/BABYMETAL_photo_10.webp | picture/BABYMETAL_photo_8.webp | picture/BABYMETAL_photo_17.webp | picture/BABYMETAL_photo.webp | picture/BABYMETAL_photo_4.webp | picture/BABYMETAL_photo_18.webp | picture/BABYMETAL_photo_15.webp | picture/BABYMETAL_photo_24.webp | picture/BABYMETAL_photo_19.webp","https://jpop.fandom.com/wiki/BABYMETAL","0","54","54","0","Promoting "" Leave It All Behind "" Information Origin Tokyo, Japan Genre Kawaii Metal Years 2010-Present Label BMD FOX RECORDS (2013-Present) Juonbu RECORDS (2011-2013) Agency AMUSE Associated Acts Sakura Gakuin Karen Girl's Yuyoyuppe KamiBand Current Members SU-METAL (2010-Present) MOAMETAL (2010-Present) MOMOMETAL (2023-Present) Former Members YUIMETAL (2010-2018) Links Website EN Official Website JP Official Website Social Media BABYMETAL is a Japanese kawaii metal band formed in 2010 as a su"
"QkFCWU1PTlNURVI","BABYMONSTER","Kawai Ruka","","","7","アサ | アヒョン | チキータ | ファリタ | ラミ | ローラ | 東恩納瑠花","0517c6b5-956e-4396-a76f-c8c2ec8c84ef | 8b552761-cd15-492b-a417-6d81e285311a | 1ce20578-fa49-4aa2-8768-f8c836fe9281 | f55cbc6f-bfec-48fa-a249-cae75da1c35c | b9b4eb0a-2daa-4099-8911-6005637138ef | b4f8e3cd-1a93-4de4-9743-cfbfbb8970bf | 2bcde3b1-c4ee-49eb-aa91-ef0b3578fa5c","0","","","","2023-11-27","77","7521603","","","","","4","picture/BABYMONSTER_logo.webp | picture/BABYMONSTER_photo_3.webp | picture/BABYMONSTER_photo_2.webp | picture/BABYMONSTER_photo.webp","https://kpop.fandom.com/wiki/BABYMONSTER","0","1","1","0","BABYMONSTER Concept photo for "" Supa Dupa Luv "" Names Also as BAEMON (배몬) BABYMON (베이비몬) BABYMONSTERS (베이비몬스터즈) Hangul 베이비몬스터 Katakana ベイビーモンスター Background Origin Seoul, South Korea Debut November 27, 2023 (as six) April 1, 2024 (Official) Years active 2023–present Label(s) YG Entertainment Members Current Ruka Pharita Asa Ahyeon Rora Chiquita Inactive Rami Fandom Name MONSTIEZ (‪몬스티즈‬) Color(s) Red Black Website KR: JP: SNS KR: JP: CN: Related Wikis BABYMONSTER Wiki BABYMONSTER (베이비몬스터; a"
"QkFCWUJFQVJE","BABYBEARD","BABYBEARD","","","2","Ladybeard | 中山すず","d3ced00f-17d0-4c8e-8959-075da6ba9a95 | e6c0ab2b-c7f6-421b-bcc5-68ac0b0757ed","2","まぁり | 日向琴美","9d74b48e-4760-4089-9e84-d539f8366a1b | e68721e7-c7ea-449c-a549-9a92066c77eb","","","37","22028","","","FIFTY-FIFTY Inc.","","4","picture/BABYBEARD_photo.webp | picture/BABYBEARD_photo_2.webp | picture/BABYBEARD_photo_3.webp | picture/BABYBEARD_logo.webp","https://jpop.fandom.com/wiki/BABYBEARD","0","3","3","0","June 2025, with trainee MIZUKI Information Origin Japan Genre J-Pop Years 2020-Present Label Bold Ltd. Agency FIFTY-FIFTY Inc. Current Members LADYBEARD SUZU Trainees MIZUKI Former Members KOTOMI MAHRI Links Social Media BABYBEARD is a two-member Japanese idol group that was formed by Ladybeard in 2020. However, they first started activities in April 2021."
"QkFEIElWWQ","BAD IVY","","","","5","あゆゆ | はに | ひなぴ | ゆあてゃん | 睡花","f31147cb-d104-4884-9ff6-5bbe0395435c | c70a7969-8093-41eb-8cc7-4d91388d1fc0 | 958b04b5-dcd5-4164-85cc-885cd91593d4 | b14177d1-3d16-4f76-947d-eb42baa9303b | fdbedac5-b357-4233-a81c-6081832b3960","0","","","","2013-01-01","11","471","","","","","0","","https://jpop.fandom.com/wiki/Novelbright","0","28","28","0",""
"QkFOWkFJIEpBUEFO","BANZAI JAPAN","BANZAI_JAPAN","","","12","上野りこ | 九十九愛桜 | 安堂舞花 | 悠凪ニノ | 指宿理乃 | 星乃ありす | 朝日奈みみ | 神坂優羽 | 笹川ささ | 藤崎しおり | 藤崎ふみ | 金子シロ","07790acb-4bdd-4053-b670-8e1a964af314 | 2e2bf3ca-394b-4979-a975-9987cc9ad8ac | 66108cab-7661-4394-b013-82a83ac3db10 | ebe9d2a3-acb6-4ec4-81af-3b43a5952322 | a978e0f9-3ca1-4b70-a204-956a8533f81f | adcb3596-8a45-4bea-8854-fe8e4e3c529d | 8d86a542-1d48-4a1f-8093-130336d32ada | 190cc89f-d123-4d0d-b0ca-1d9f980f89fc | 7534a148-4603-4f17-8419-0851b1e65371 | 90fd6ca2-3d35-4cd1-ac17-cfcce4332ae4 | be44a472-e147-44bb-bf5a-33d6727e1e49 | 001a970c-1742-494c-97ad-e4c4a3b03c36","39","一ノ瀬かな | 七瀬あおい | 中野向日葵 | 仲山コマ | 住吉珠貴 | 佐藤樹姫 | 児島ぐみ | 友永響子 | 和泉彩 | 咲良める | 安原めい | 実波なる | 小町ゆき | 山口穂花 | 島田玲奈 | 志田りん | 新海由奈 | 星空みお | 春川愛美 | 朝日奈ゆうみ | 朝日珠莉愛 | 松田恵実乃 | 水沢はるな | 水萌みず | 滝嶌愛梨 | 皆戸理芳 | 神宮寺莉愛 | 筑後ののか | 羽月杏 | 花坂小夜 | 花城沙耶 | 菜花まりあ | 藤谷つかさ | 蘭まう | 近江莉帆 | 里中空 | 餅丸夢姫 | 高橋あり | 高橋なぎ","2a45d1b9-b432-49af-958d-384a1a478d99 | cbb7ea14-1276-4729-b5f4-c9b94b7d7fee | ad217758-8450-4352-b6e5-694bd5fe7e81 | 626e5be2-9088-4c96-93e9-81c7ba934376 | 3f88ca47-ac8f-476b-a395-096bbbcff7eb | d3201a0a-72f0-4a02-9e13-2289cb6bd77d | 3f45ac44-46c5-4b72-90f6-e9a56a46aaf8 | d8d1da51-c2f1-4d47-a0d6-d8895fab9501 | 42e746d1-0a36-43b6-9583-983a5a612a82 | eebd3bde-b191-499d-bf0f-246520047c9d | cd5e9d4c-5847-4c54-83ec-8bd97ff251fe | 58b79046-7bc8-4c07-98f7-9b7d7eac2ff7 | 1e27f372-e095-48c5-b42a-328ebbb39973 | ed64267b-7191-410d-9693-4b59ea0cbf2d | 4b6eff41-26fb-4d58-967e-30109a1fe279 | 02087a05-23e2-4b43-badf-b95425dfb365 | bd2867e8-3eff-4d9c-a70e-f0d96f9454a4 | 535483c5-f16c-4a47-8912-3b745ead339a | f16d5012-10f4-40a2-8395-9d04d099663d | 0d2d0064-803a-4425-b9c9-fe49be01df47 | 81ed0daa-6715-4ffe-8ac8-a543ba80564e | 83fbfbea-60e5-4e20-816c-a97b5c850adf | 7a9df54f-e82d-455b-a039-ebe4ed3a0a0c | 1058ac5d-09db-4811-9878-89e46070c6a8 | 23438fcc-714f-4f67-a5eb-6e79067c9752 | ae9746cf-5fb0-4ba1-8ada-a59ebedd90e3 | ce3e6c21-9b13-427e-82ad-705fab2c5f51 | 6d41f3f4-c6ec-45eb-946a-61ee7cef76bf | 5cf07a6b-8c3f-4a05-8ae8-df2c0748d572 | 64b8a9f0-c443-4923-b317-6c3951887f09 | 1c52fe4a-2baf-4380-bb04-7bbdf2d0817c | 512b8df1-cff3-432d-a4eb-d06e50e490a7 | b5241dd7-7067-48aa-b9b9-5c6550b1b1aa | e3b8cc31-7fa8-49e6-944d-863029268c5d | e7da7896-0999-4a59-98fb-52de0c1b36e6 | ef60c64b-310b-47df-9c88-9938b8896f04 | c8bee730-0944-4f7d-aa10-b956d661348b | 9dac8a4e-5a8d-4514-ab26-ecc68534a1d7 | 11f2300f-97dc-4523-b13a-4009e40d097a","","2014-05-05","4","1629","","","Cospanic Entertainment","","4","picture/BANZAI_JAPAN_photo.webp | picture/BANZAI_JAPAN_logo.webp | picture/BANZAI_JAPAN_photo_2.webp | picture/BANZAI_JAPAN_photo_3.webp","https://jpop.fandom.com/wiki/BANZAI_JAPAN","0","12","12","0","Full Group 2021 Information Origin Tokyo, Japan Genre J-Pop Years 2014-Present Agency Cospanic Entertainment Associated Acts BANZAI JAPAN Front 7 BANZAI JAPAN CENTRAL BANZAI JAPAN WEST Links Website Official Website Social Media BANZAI JAPAN (バンザイジャパン) is an idol group formed on May 5, 2014."
"QkVMTFJJTkflsJHlpbPjg4_jg7zjg4g","BELLRING少女ハート","","","","3","富永咲良 | 服部つばめ | 東雲こずゑ","9924e684-55dd-4391-b499-d67c311e0fc8 | 4ad2611d-d01c-4478-82f2-4e86e9c9059f | 01f64b91-5163-4944-82cc-866ffc3b44af","16","TIRA | カイ | ヨネコ | レーレ | 仲野珠梨 | 土谷りな | 宇佐美萌 | 新倉のあ | 朝倉みずほ | 柳沢あやの | 桑瀬秀梨 | 瀬名姫羽 | 美月柚香 | 葵みと＆ | 藤城アンナ | 鈴原なな","54674c68-482a-43ec-8d60-57ebed3366f3 | 3a5a69c2-c97b-4308-b451-db028f61639c | f370112a-7d1f-48da-8bb6-65a0927aed86 | 0071a3f7-ef2a-4245-bc0f-83e7f950e2fb | d97f410b-1f90-47ef-83bc-ed5e8a70adca | 8a2f42f1-71ab-44e3-bce9-b69cd8aa1659 | 7270e24c-9025-4550-ae32-fb5d1044102a | 872e181e-03a6-4561-b304-9d8b4f5b6724 | 27291610-a7ab-4700-be0c-3bb32ca21997 | ca83fe95-ef99-45e3-ad3c-1dc6e0bafcd0 | a4c27aeb-cef6-4b97-860f-a35b4fc4c37a | 9ea25f13-5ac7-459f-9022-2a00f1c94e16 | c06008d7-0966-48dd-a923-af5bbc610b7f | d517416a-1589-4eb9-b4a4-cbfb49659f50 | eb305fdf-ad90-4124-a758-d2ee16cb3a79 | 174feb05-a930-4ba2-9aed-fc0d194122bf","","","14","2880","","","","","0","","https://jpop.fandom.com/wiki/AQBIRec","0","11","11","0",""
"QkxBQ0tOQVpBUkVORQ","BLACKNAZARENE","BLACKNAZARENE","","","0","","","9","乃上楓 | 冬野あゐく | 南向いずみ | 山田さとり | 戸田ころね | 村田実果子 | 東出ひみこ | 清乃希子 | 白坂もあ","7846b370-746b-4ba5-96ac-e2afa2dc87fa | f7d2f21f-0379-4358-a416-7b124c5de38b | 2e53aefe-34c0-49c8-9575-9fb372c486cb | a8874129-103e-4d6d-b6aa-fcf9f4511190 | ed6d8f8a-9dbb-4795-b653-4f0d0cd27f60 | 6b152112-5a72-4c40-a61d-6addb9aa7e1b | 6c29d326-8c8e-4970-b749-45bdb8ef6a88 | 03b784dd-b363-4194-8d14-aff6020aafec | 019e8db4-74a2-4692-a474-963d2c639fff","","2018-01-01","13","7796","","","MARVELOUS ARC","","18","picture/BLACKNAZARENE_photo_17.webp | picture/BLACKNAZARENE_photo_15.webp | picture/BLACKNAZARENE_photo_5.webp | picture/BLACKNAZARENE_photo_8.webp | picture/BLACKNAZARENE_photo_9.webp | picture/BLACKNAZARENE_photo_11.webp | picture/BLACKNAZARENE_photo_4.webp | picture/BLACKNAZARENE_logo.webp | picture/BLACKNAZARENE_photo_7.webp | picture/BLACKNAZARENE_photo.webp | picture/BLACKNAZARENE_photo_12.webp | picture/BLACKNAZARENE_photo_2.webp | picture/BLACKNAZARENE_photo_13.webp | picture/BLACKNAZARENE_photo_16.webp | picture/BLACKNAZARENE_photo_6.webp | picture/BLACKNAZARENE_photo_10.webp | picture/BLACKNAZARENE_photo_14.webp | picture/BLACKNAZARENE_photo_3.webp","https://jpop.fandom.com/wiki/BLACKNAZARENE","0","25","25","0","August 2024 Information Also Known As ブラックナザレ Origin Japan Genre Rock, J-Pop Years 2018-2025 Label BABYTRACKS Agency MARVELOUS ARC (2019-Present) Final Line-Up Murata Mikako (2018-2025) Nasaki Izumi (2018-2025) Higashide Himiko (2021-2025) Shirosaka Moa (2021-2025) Yamada Satori (2021-2025) Nogami Kaede (2021-2025) Former Members Toda Corone (2018-2020) Fuyuno Aiku (2018-2020) Kiyono Kiko (2018-2022) Links Website blacknazarene.jp Social Media BLACKNAZARENE was an idol group formed in 2018. Thei"
"QkxVRUdPQVRT","BLUEGOATS","BLUEGOATS","蒼い山羊","Aoi Yagi","4","ほんま・かいな | ソンソナ | ダイナマイト・マリン | チャンチー","ebda6cb5-db0f-4b61-a602-46b201e39947 | 7b1d8068-2275-49a9-a030-7595e0f72e3c | 40b6ba1c-b198-4d56-a53d-9b59f0b7b464 | edaae5fc-c4bb-4abe-86e6-bf3b1abf81fb","4","KJ | piyo | まゆた | オオハシ","270216a7-e6ab-4a93-a037-2a6dd2d736ee | f4468b90-66f7-476f-a0d1-a6383d0bbefb | a1c0bd95-4ad6-4867-9756-877da5d8fd17 | 8e9731af-80a0-4d81-90dd-78d23717d33e","","2021-11-07","21","1915","","","","","9","picture/BLUEGOATS_photo_8.webp | picture/BLUEGOATS_photo_7.webp | picture/BLUEGOATS_photo_5.webp | picture/BLUEGOATS_photo_6.webp | picture/BLUEGOATS_logo.webp | picture/BLUEGOATS_photo_2.webp | picture/BLUEGOATS_photo_3.webp | picture/BLUEGOATS_photo.webp | picture/BLUEGOATS_photo_4.webp","https://jpop.fandom.com/wiki/BLUEGOATS","0","28","28","0","November 2024 Information Also Known As Aoi Yagi (蒼い山羊) Aoyagi (アオヤギ) Origin Tokyo, Japan Years 2021-Present Associated Acts THE BANANA MONKEYS Current Members Chanchi Dynamite Marin Honma Kaina Sonsona Former Members Mayuta Oohashi piyo KJ Links Website Official Website Social Media BLUEGOATS is an idol group formed in October 2021. They debuted on November 7, 2021."
"QlBNMTVR/#google_vignette","BPM15Q","BPM15Q","","","0","","","2","にかもきゅ | 苺りなはむ","a38df3d1-eecf-41ba-ada3-3cc8244f6ff3 | 10add124-4eaa-48ac-821e-7939d123331b","","2016-01-01","46","14655","","","","","6","picture/BPM15Q_photo_3.webp | picture/BPM15Q_logo.webp | picture/BPM15Q_photo_4.webp | picture/BPM15Q_photo_2.webp | picture/BPM15Q_photo.webp | picture/BPM15Q_photo_5.webp","https://jpop.fandom.com/wiki/BPM15Q","0","9","9","0","April 2022 Information Origin Japan Genre Pop, EDM Years 2015-2016, 2022-Present Label Victor Entertainment (2022-Present) Associated Acts CY8ER Current Members Ichigo Rinahamu nicamoq Links Website Official Website Social Media BPM15Q is a ""new age"" pop duo formed in 2016."
"Qm9rdSBnYSBNaXRha2F0dGEgQW96b3Jh","僕が見たかった青空","Boku_ga_Mitakatta_Aozora","Bokuao","Bokuao","21","今井優希 | 伊藤ゆず | 八木仁愛 | 八重樫美伊咲 | 吉本此那 | 塩釜菜那 | 安納蒼衣 | 宮腰友里亜 | 岩本理瑚 | 工藤唯愛 | 早﨑すずき | 木下藍 | 杉浦英恋 | 柳堀花怜 | 秋田莉杏 | 萩原心花 | 西森杏弥 | 金澤亜美 | 長谷川稀未 | 青木宙帆 | 須永心海","d92fa280-871f-5302-8b3f-141e3d63056a | 135d0835-a212-5893-9788-83b0c9a3886e | 185f5772-54dd-554e-9b55-4a15bbe2a50e | ba983acd-ca12-586b-82e2-b8c90a870bcd | f8e8f22a-84f9-5c83-9162-9450bafea4d1 | 49ea7f6a-2c82-5ea4-bf60-cb19794e979a | 40c6715d-d517-5520-9a33-211caa994b5d | 827cbdd4-d11e-57b3-ae9e-04bfb8cc833a | 60365427-493b-5994-a113-56bcae4c06e6 | 38bc3648-fe35-5b6b-9ca1-5498e886405b | b44cff1d-88fe-5f83-b8ba-65296490a9d8 | 964e7f96-eb6b-5ef9-a34d-b27ffeeb6855 | 41f57af7-e409-54bc-b9ce-fd962f3fabe5 | 78af4248-9645-55a8-b3de-a7f18e284307 | 5d275250-33d9-58a4-a875-e7fc1d0a4208 | a7e319b3-5c0e-5233-a2f1-a0a38acc44af | e548faeb-81f0-5acb-8168-ab647de466db | 428cd7cd-f2f4-57cd-a856-45e482dce16f | 3f3981a0-f2a2-5a64-8eae-25f1954300f9 | 5c8fdfd5-137b-51f9-83d0-bbd9f48b1c55 | c1bc5026-f4eb-5d52-bb63-74d4dee0bbe3","0","","","","2023-06-15","","","","","Ligareaz Management","","0","","https://jpop.fandom.com/wiki/Boku_ga_Mitakatta_Aozora","0","16","16","0","Boku ga Mitakatta Aozora, also known as BOKUAO, is a female idol group produced by Akimoto Yasushi. Origin Tokyo, Japan; genre Pop/J-Pop; years 2023-Present; label avex entertainment; agency Ligareaz Management; official rival of Nogizaka46."
"QmVhdXR5IEJveA","Beauty Box","","","","2","めありらすと | リナ","c29c094e-ca77-47a4-a894-b727114d59d3 | 4835d2be-c10d-45bc-802a-bf970f1ddee1","6","アン | ガヒョン | ジェリン | ソリ | チェウン | ビア","1b03888e-93b4-421c-af44-63c3fcbf1752 | e61347c2-9938-4f05-adf4-b690894c0668 | a6efc933-4f9f-457d-9393-46bfb15ce9c5 | 84e5d5af-4558-4f73-b615-d3abdc14586f | 4fe418b0-6d60-4d92-b8ee-ad190d6b58a7 | ede57e8e-e454-47c7-9e0e-a0d1b39af176","","","8","34166","","","","","0","","https://jpop.fandom.com/wiki/Horikiri_Sara","0","5","5","0",""
"QmVsb3ZlZA","Beloved","Beloved","","","5","夢月琉稀 | 恋羽くるみ | 愛乃かんな | 水萌なぎ | 真白花音","d696ea54-47d1-4767-a7a5-f231681cecc5 | f0155893-b8bb-48c2-b386-bbdb3e271fc4 | c228d24d-1c5c-4859-a633-2ccf83ad477c | 256c8e35-2d5c-4ca1-b262-8778c8da4f3c | fa4ae237-a4a0-4450-8c5b-bd4f6acdf5c0","0","","","","","12","293","","","","","1","picture/Beloved_logo.webp","https://jpop.fandom.com/wiki/Beloved","0","20","20","0","Beloved Single by Ohmi Tomoe Released May 13, 2009 Genre J-pop Label Evolution Ohmi Tomoe Release Chronology Previous Fuyu no Himawari 5th Single (2008) Next Girlfriend 7th Single (2010) Beloved is the sixth single released by Ohmi Tomoe."
"QmlT","BiS","BiS","","","0","","","32","MEW | YUINA | ももらんど | アヤ・エイトプリンス | イコ・ムゲンノカナタ | イトー・ムセンシティ部 | カミヤサキ | キカ・フロント・フロンタール | クレナイ・ワールズエンド | コシノジュンコ | ゴ・ジーラ | シオンエピック | ズズ・デス | チャントモンキー | テラシマユフ | テンテンコ | トギー | ナカヤマユキコ | ナノ3 | ネオ・トゥリーズ | ネル・ネール | パン・ルナリーフィ | ヒューガー | ヒラノノゾミ | ファーストサマーウイカ | ペリ・ウブ | マナコ・チー・マナコ | ミチバヤシリオ | ムロパナコ | ワキサカユリカ | 古正寺恵巳 | 花宮ハナ","a79a6e66-a0f1-4bb2-8add-4e54719b6eca | 7417976d-17df-4df2-931b-0ac0391a164f | 82921a27-a3fe-40a5-a669-1ebcd4c24c7f | d43b7ae8-9660-4153-a2bd-05e7d7f7a8c9 | 640895bd-650e-47e0-882a-26335834855c | e17efc2b-a5a6-489b-9ec1-e3b3306dbb60 | 9a9496a1-cc52-4341-9fe2-4a1de8e920ef | eaceac85-ac20-422a-90da-27f5caa52b72 | f8441853-3e48-447d-a607-f19777d8be66 | 4b40e979-153c-4770-8189-9afd8cd26232 | 3053dc0f-0a80-4b79-b814-91e4df2a7b61 | 06c3117d-757b-4674-95c2-17ab5f2f4318 | fb603ae3-81d7-49e4-b8ea-84a4e2480e98 | e04ca86e-ed95-47f4-ace5-33fdd66f0210 | 9338b883-0d46-4065-9039-46b7e67fd79a | 5e15add8-99dd-47bd-bb12-122c7f281f90 | e3ed90f1-818f-4436-b30b-8a979ed38f48 | b519a790-9e1e-4346-b2c5-1a122ad60ae3 | 66e38877-4645-4d2d-98ca-7812d66c49c6 | 4905b633-f8b3-4535-acca-8c09efa5184a | e3b6a194-c750-42b3-8905-7819967398ad | 0b41ea80-1502-4ff4-b5ab-2fe7c1ad62f7 | 4259b6ab-d5f9-44a7-8823-b6adf1b49ed6 | d09fe910-62d0-44a6-a16c-36e01c36b3f1 | 51435d36-c564-42e5-b3e1-410a60364910 | 3405760b-b81d-451a-bed1-4a274e286d0a | 2bd5373f-5504-40f4-bfbc-063a3ba8ca80 | c8d0ef71-0c79-478d-b0d9-c38ab8c196a4 | 8ec8846c-102f-45bf-a339-9333f8e739f6 | ed1b5576-1d90-43a5-a3f2-dfbe649b9346 | 8b48c998-d708-4024-92bd-984a5bbfa152 | 7fcc2cca-8c86-41ac-9b4c-8e09d0930818","","","29","38344","","","WACK","","24","picture/BiS_photo_4.webp | picture/BiS_photo_15.webp | picture/BiS_photo_22.webp | picture/BiS_photo_7.webp | picture/BiS_photo_14.webp | picture/BiS_photo_19.webp | picture/BiS_photo_23.webp | picture/BiS_photo_5.webp | picture/BiS_photo_11.webp | picture/BiS_photo_13.webp | picture/BiS_photo_9.webp | picture/BiS_photo_21.webp | picture/BiS_photo_6.webp | picture/BiS_photo_3.webp | picture/BiS_photo_20.webp | picture/BiS_photo.webp | picture/BiS_photo_12.webp | picture/BiS_photo_10.webp | picture/BiS_photo_8.webp | picture/BiS_photo_18.webp | picture/BiS_photo_17.webp | picture/BiS_photo_2.webp | picture/BiS_logo.webp | picture/BiS_photo_16.webp","https://jpop.fandom.com/wiki/BiS","0","39","39","0","BiS June 2019 Information Also Known As Brand-new idol Society Origin Tokyo, Japan Genre J-Pop, Rock, Punk Years 2010-2014 2016-2019 2019-2025 (disbanded 2025-01-12) Label NIPPON CROWN Agency WACK Final Line-Up Toggy Nano3 Hyuga Iko Mugennokanata Kurenai World's End Former Members Yokoyama Rina Nakayama Yukiko Terashima Yufu Wakisaka Yurika Michibayashi Rio Hirano Nozomi Kamiya Saki Tentenko First Summer Uika Koshouji Megumi Pour Lui MOMOLAND Gamiya Saki PERi UBU KiKA FRONT FRONTALE AYA EiGHTPRiNCE GO ZEELA PAN LUNA"
"QmlTSA","BiSH","BiSH","Brand-new Idol Shit","Shinsei Kuso Idol","0","","","8","アイナ・ジ・エンド | アユニ・D | セントチヒロ・チッチ | ハグ・ミィ | ハシヤスメ・アツコ | モモコグミカンパニー | ユカコラブデラックス | リンリン","a1bdbe6d-1dd3-425f-bd52-6782984d3f35 | 62e23588-2e1c-4e3f-914d-656bedb0b7ea | b6e36f3e-61b7-49e7-9b07-6a34989df4cd | 1b24f5a1-5886-4738-93c0-27711c7d2841 | ac147556-5a1a-4359-9158-bb0680351416 | e5d422a9-728e-4138-bb09-9a542e481908 | 0bfb5da7-bcd8-47d8-8ebe-d0ac4aefa96d | 3dbd1dd6-3c78-4018-b59f-ebec5679c138","","","50","411234","","","WACK","","1","picture/BiSH_logo.webp","https://wackidol.fandom.com/wiki/BiSH","0","1","1","0","BiSH, also known as Brand-new Idol Shit (新生クソアイドル), was a Japanese idol group under WACK formed in Tokyo in 2015. They were active from 2015 to 2023 and disbanded after their final concert at Tokyo Dome on June 29, 2023."
