scenario_id,scenario_opening_date,startup_group_order,group_uid,group_name,group_name_romanji,idol_uid,idol_name,idol_romaji,idol_hiragana,nickname,status_at_opening,membership_start_dates,membership_end_dates,member_name_in_group,member_colors,member_color_codes,membership_notes,birthday,age,height_cm,birthplace,languages,x_followers,wiki_url,portrait_photo_path,attribute_source,overall_rating,ability,strength,agility,natural_fitness,stamina,cute,pretty,pitch,tone,breath,rhythm,power,grace,clever,humor,talking,determination,teamwork,fashion,professionalism,injury_proneness,ambition,loyalty,manual_status_override,manual_notes
"scenario6","7/5/2025","3","6auY5ba644Gu44Gq44Gn44GX44GT","高嶺のなでしこ","Takane_no_Nadeshiko","2fda22b6-ffe0-4265-b61c-00caa862380f","城月菜央","Kizuki Nao","きづきなお","","current","7/10/2022","","城月菜央","Yellow","0xffff00","","12/25/2003","21","153","Saitama","Japanese","27750","https://jpop.fandom.com/wiki/Kizuki_Nao","fetcher\database\picture_fandom\城月菜央_portrait.jpg","synthesized_from_follower_model","14.54","74","14","16","12","15","18","16","15","15","14","16","14","14","12","19","14","13","16","16","16","4","15","12","",""
"scenario6","7/5/2025","3","6auY5ba644Gu44Gq44Gn44GX44GT","高嶺のなでしこ","Takane_no_Nadeshiko","a3b60276-9e19-4966-8e12-7a487c2f3bd8","星谷美来","Hoshitani Mikuru","ほしたにみくる","Mikurun (みくるん)","current","7/10/2022","","星谷美来","Red","0xff0000","","11/6/2003","21","161","Tokyo","Japanese","29244","https://jpop.fandom.com/wiki/Hoshitani_Mikuru","fetcher\database\picture_fandom\星谷美来_portrait.jpg","synthesized_from_follower_model","14.24","71","14","13","16","14","14","15","14","15","14","17","15","16","11","15","13","16","16","14","12","5","11","18","",""
"scenario6","7/5/2025","3","6auY5ba644Gu44Gq44Gn44GX44GT","高嶺のなでしこ","Takane_no_Nadeshiko","c9d6ebdd-2027-4e1f-b7b1-8831718bc453","東山恵里沙","Higashiyama Erisa","ひがしやまえりさ","Richan (りちゃん)","current","7/10/2022","","東山恵里沙","Orange","0xffa500","","5/28/2006","19","156","Gifu","Japanese","22851","https://jpop.fandom.com/wiki/Higashiyama_Erisa","fetcher\database\picture_fandom\東山恵里沙_portrait.jpg","synthesized_from_follower_model","14.68","75","13","15","16","14","16","11","18","17","17","16","16","15","16","14","12","17","16","13","16","7","13","13","",""
"scenario6","7/5/2025","3","6auY5ba644Gu44Gq44Gn44GX44GT","高嶺のなでしこ","Takane_no_Nadeshiko","d1d67550-8a8e-436f-b0fc-22ec3827ef25","日向端ひな","Hinahata Hina","ひなはたひな","","current","7/10/2022","","日向端ひな","Purple","0x800080","","10/30/2002","22","158","Kanagawa","Japanese","19466","https://jpop.fandom.com/wiki/Hinahata_Hina","fetcher\database\picture_fandom\日向端ひな_portrait.jpg","synthesized_from_follower_model","13.64","69","13","14","13","14","17","15","16","15","15","15","14","16","12","13","12","12","12","14","15","5","14","11","",""
"scenario6","7/5/2025","3","6auY5ba644Gu44Gq44Gn44GX44GT","高嶺のなでしこ","Takane_no_Nadeshiko","0ee225b0-bc42-4132-998e-46a0d6df1b9c","葉月紗蘭","Hazuki Saara","はづきさあら","","current","7/10/2022","","葉月紗蘭","White","0xffffff","","3/3/2007","18","158","Mie","Japanese","18585","https://jpop.fandom.com/wiki/Hazuki_Saara","fetcher\database\picture_fandom\葉月紗蘭_portrait.jpg","synthesized_from_follower_model","12.55","62","14","12","10","15","13","13","17","18","16","16","14","16","15","15","13","11","10","14","15","5","14","14","",""
"scenario6","7/5/2025","3","6auY5ba644Gu44Gq44Gn44GX44GT","高嶺のなでしこ","Takane_no_Nadeshiko","3b2056fe-4dd1-4b72-8c90-9d3e25f302b8","涼海すう","Suzumi Su","すずみすう","Suu (すう)","current","7/10/2022","","涼海すう","Light Blue","0xadd8e6","","8/22/2007","17","148","Osaka","Japanese","24563","https://jpop.fandom.com/wiki/Suzumi_Su","fetcher\database\picture_fandom\涼海すう_portrait.jpg","synthesized_from_follower_model","14.72","74","16","17","17","18","15","16","14","15","14","15","16","14","12","14","13","12","11","13","15","4","17","15","",""
"scenario6","7/5/2025","3","6auY5ba644Gu44Gq44Gn44GX44GT","高嶺のなでしこ","Takane_no_Nadeshiko","fa435849-8378-41af-b0fe-341103a45ac5","橋本桃呼","Hashimoto Momoko","はしもとももこ","Momo-chan (桃ちゃん) Hashimocchan (はしもっちゃん)","current","8/5/2022","","橋本桃呼","Pink","0xffc0cb","","6/28/2003","22","160","Yamaguchi","Japanese","44496","https://jpop.fandom.com/wiki/Hashimoto_Momoko","fetcher\database\picture_fandom\橋本桃呼_portrait.jpg","synthesized_from_follower_model","14.38","73","14","16","12","17","16","12","16","16","14","16","16","13","12","14","15","18","18","14","17","5","16","11","",""
"scenario6","7/5/2025","3","6auY5ba644Gu44Gq44Gn44GX44GT","高嶺のなでしこ","Takane_no_Nadeshiko","d7006c4e-f7e9-4a02-8be6-1082f1526c31","松本ももな","Matsumoto Momona","まつもとももな","Momonan (ももなん) Momo-chan (ももちゃん)","current","8/5/2022","","松本ももな","Light Pink","0xffb6c1","","10/12/2002","22","159","Kanagawa","Japanese","116954","https://jpop.fandom.com/wiki/Matsumoto_Momona","fetcher\database\picture_fandom\松本ももな_portrait.jpg","synthesized_from_follower_model","14.2","72","14","15","12","14","19","20","12","14","14","15","15","16","14","16","14","15","12","20","16","4","19","15","",""
"scenario6","7/5/2025","3","6auY5ba644Gu44Gq44Gn44GX44GT","高嶺のなでしこ","Takane_no_Nadeshiko","7e1f424a-254d-4c98-9ef4-059e6a8e30b9","籾山ひめり","Momiyama Himeri","もみやまひめり","Himerin (ひめりん) Momichan (もみちゃん)","current","8/5/2022","","籾山ひめり","Blue","0x0000ff","","3/22/2004","21","158","Tochigi","Japanese","49811","https://jpop.fandom.com/wiki/Momiyama_Himeri","fetcher\database\picture_fandom\籾山ひめり_portrait.jpg","synthesized_from_follower_model","13.23","68","16","18","16","17","16","11","18","18","18","17","18","17","16","16","16","14","19","12","18","5","18","16","",""
"scenario6","7/5/2025","4","44Ki44Kt44K344OWcHJvamVjdA","アキシブproject","Akishibu project","c9703d21-784d-4818-ba13-eb66993e5b12","葵ふう","Aoi Fuu","あおいふう","Fuu-chan (ふーちゃん)","current","11/20/2022","","葵ふう","Blue","0x0000ff","","11/18/2003","21","154","Tokyo","Japanese","10234","https://jpop.fandom.com/wiki/Aoi_Fuu_(Akishibu_project)","fetcher\database\picture_fandom\葵ふう_portrait.jpg","synthesized_from_follower_model","11.75","60","12","12","12","12","16","12","13","13","11","13","15","15","12","13","17","9","15","8","14","5","12","12","",""
"scenario6","7/5/2025","4","44Ki44Kt44K344OWcHJvamVjdA","アキシブproject","Akishibu project","3dfb8264-e501-45a7-a373-b3255445674e","古賀みれい","Koga Mirei","こがみれい","Mirei (みれい)","current","11/20/2022","9/26/2025","古賀みれい","White","0xffffff","","8/14/2004","20","152","Saitama","Japanese","11034","https://jpop.fandom.com/wiki/Koga_Mirei","fetcher\database\picture_fandom\古賀みれい_portrait.jpg","synthesized_from_follower_model","12.25","63","10","14","14","10","18","12","11","11","11","11","14","17","13","10","14","11","16","14","14","4","16","9","",""
"scenario6","7/5/2025","4","44Ki44Kt44K344OWcHJvamVjdA","アキシブproject","Akishibu project","ddb5696e-2390-4d7e-b17d-6de5e77a3533","如月なな","Kisaragi Nana","きさらぎなな","Naa-chan (なーちゃん)","current","11/20/2022","","如月なな","Red","0xff0000","","2/17/2006","19","157","Saitama","Japanese","5574","https://jpop.fandom.com/wiki/Kisaragi_Nana","fetcher\database\picture_fandom\如月なな_portrait.jpg","synthesized_from_follower_model","10.65","53","12","11","14","10","17","12","14","12","13","11","15","17","10","10","13","13","12","9","15","6","11","14","",""
"scenario6","7/5/2025","4","44Ki44Kt44K344OWcHJvamVjdA","アキシブproject","Akishibu project","45484495-8792-48db-bab0-560ee4107464","清見るん","Kiyomi Run","きよみるん","Himeka (ひめか) Hime (ひめ)","current","12/27/2023","","清見るん","Orange","0xffa500","","1/8/2002","23","159","Chiba","Japanese","4732","https://jpop.fandom.com/wiki/Kiyomi_Run","fetcher\database\picture_fandom\清見るん_portrait.jpg","synthesized_from_follower_model","11.03","55","13","13","12","11","14","15","18","17","17","15","15","15","11","10","12","15","11","9","12","5","10","15","",""
"scenario6","7/5/2025","4","44Ki44Kt44K344OWcHJvamVjdA","アキシブproject","Akishibu project","9fca343a-7ca8-4b6e-aade-3a0ffbcfe7e8","平沢かえ","Hirasawa Kae","ひらさわかえ","かえちゃん","current","12/28/2023","2/24/2026","平沢かえ","Yellow","0xffff00","","7/20/2004","21","163","Tokyo","Japanese","2884","https://jpop.fandom.com/wiki/Hirasawa_Kae","fetcher\database\picture_fandom\平沢かえ_portrait.jpg","synthesized_from_follower_model","10.14","51","12","12","12","12","14","16","19","18","18","17","17","15","12","10","12","11","11","8","12","4","15","9","",""
"scenario6","7/5/2025","4","44Ki44Kt44K344OWcHJvamVjdA","アキシブproject","Akishibu project","f58e36c6-38e3-49d7-9253-2225dc16f3d2","茉井良菜","Matsui Rana","まついらな","Ranatin (らなてぃん) Ranashi (ラナシ)","current","12/29/2023","","茉井良菜","Mint Green","0x98ff98","","1/13/1999","26","158","Sakurai, Nara","Japanese","32764","https://jpop.fandom.com/wiki/Matsui_Rana","fetcher\database\picture_fandom\茉井良菜_portrait.jpg","synthesized_from_follower_model","12.15","62","13","15","11","12","14","17","18","17","17","17","16","16","11","15","18","14","14","9","12","4","12","12","",""
"scenario6","7/5/2025","4","44Ki44Kt44K344OWcHJvamVjdA","アキシブproject","Akishibu project","25e6538c-68e4-4d4f-8aca-becdd5efd613","水琴まなみ","Mikoto Manami","みことまなみ","まなみん","current","12/13/2024","","水琴まなみ","Light Blue","0xadd8e6","","8/17/2004","20","166","Kyoto","Japanese","3000","https://jpop.fandom.com/wiki/Mikoto_Manami","fetcher\database\picture_fandom\水琴まなみ_portrait.jpg","synthesized_from_follower_model","8.7","44","15","11","11","10","14","17","14","13","15","16","15","16","12","10","12","12","11","9","13","2","8","13","",""
"scenario6","7/5/2025","4","44Ki44Kt44K344OWcHJvamVjdA","アキシブproject","Akishibu project","814c40ad-bcde-4f1a-af3b-f5154e98d601","美山ひな","Miyama Hina","みやまひな","ひなちゃん","current","12/16/2024","10/17/2025","美山ひな","Pink","0xffc0cb","","4/17/2007","18","157","Tokyo","Japanese","2000","https://jpop.fandom.com/wiki/Miyama_Hina","fetcher\database\picture_fandom\美山ひな_portrait.jpg","synthesized_from_follower_model","8.71","44","12","18","13","10","15","10","12","13","12","17","16","15","11","10","10","13","9","6","12","12","10","11","",""
"scenario6","2025-07-05","1","PUxPVkU","​=LOVE","​=LOVE","fdfbd1a8-57a6-4e0f-a36c-e87d33f24fb6","佐竹のん乃","Satake Nonno","さたけの","Nonno (のんの)","former","2017-04-19","2021-03-06","佐竹のん乃","Blue","0x0000ff","","1998-11-06","26","158.9","Gunma","Japanese","","https://jpop.fandom.com/wiki/Satake_Nonno","fetcher\database\picture_fandom\佐竹のん乃_portrait.jpg","regenerated_equal_love_reference_blend","14.70","74","15","15","15","14","14","15","15","17","16","15","14","15","13","12","15","14","15","14","14","4","16","16","",""
"scenario6","2025-07-05","1","PUxPVkU","​=LOVE","​=LOVE","7e5dd852-de2f-41a5-8ff3-9997905a20d3","齊藤なぎさ","Saito Nagisa","さいとうなぎさ","Naatan (なーたん)","former","2017-04-19","2023-01-13","齊藤なぎさ","Pink","0xffc0cb","","2003-07-06","22","152.2","Kanagawa","Japanese","","https://jpop.fandom.com/wiki/Saito_Nagisa","fetcher\database\picture_fandom\齊藤なぎさ_portrait.jpg","regenerated_equal_love_reference_blend","14.27","71","14","15","14","15","15","14","14","14","14","15","15","14","13","13","14","15","15","13","15","4","15","16","",""
"scenario6","2025-07-05","9","4omgTUU","≠ME","≠ME","35d4e27e-f5f8-4f61-a8f4-173ba36d1811","永田詩央里","Nagata Shiori","ながたしおり","Shiorin (しおりん)","current","2019-02-01","","永田詩央里","Dark Blue","0x0000ff","","2004-04-02","21","150.2","Hiroshima","Japanese","116898","https://jpop.fandom.com/wiki/Nagata_Shiori","fetcher\database\picture_fandom\永田詩央里_portrait.jpg","regenerated_from_follower_model_v2","17.04","86","16","19","14","13","18","19","16","16","18","19","17","18","17","17","16","15","19","14","16","6","19","14","",""
"scenario6","2025-07-05","9","4omgTUU","≠ME","≠ME","cb19d915-2e81-4798-9d04-9252d6e91d3e","河口夏音","Kawaguchi Natsune","かわぐちなつね","Nacchan (なっちゃん)","current","2019-02-01","","河口夏音","Orange","0xffa500","Additional member colors: White","2001-07-29","23","165","Hiroshima","Japanese","89380","https://jpop.fandom.com/wiki/Kawaguchi_Natsune","fetcher\database\picture_fandom\河口夏音_portrait.jpg","regenerated_from_follower_model_v2","16.78","85","16","15","14","17","18","20","15","17","17","16","19","19","14","17","14","20","13","13","17","3","18","16","",""
"scenario6","2025-07-05","9","4omgTUU","≠ME","≠ME","38913886-759c-482e-9a19-1ac5a7124abe","蟹沢萌子","Kanisawa Moeko","かにさわもえこ","Kani-chan (かにちゃん) Moeko (もえこ) Moe-chan (萌ちゃん) Moepi (萌ぴ) Leader (リーダー) Captain (キャプテン)","current","2019-02-01","","蟹沢萌子","Red","0xff0000","Additional member colors: Light Blue","1999-10-25","25","163.4","Kanagawa","Japanese","124279","https://jpop.fandom.com/wiki/Kanisawa_Moeko","fetcher\database\picture_fandom\蟹沢萌子_portrait.jpg","regenerated_from_follower_model_v2","15.85","81","16","17","13","13","19","15","18","17","18","14","16","13","13","14","17","15","18","15","14","5","13","20","",""
"scenario6","2025-07-05","9","4omgTUU","≠ME","≠ME","9a3ce340-f13d-485a-95d4-52b97a9e4984","菅波美玲","Suganami Mirei","すがなみみれい","Mirei (みれい)","current","2019-02-01","","菅波美玲","Light Blue","0xadd8e6","","2000-02-05","25","161.3","Fukushima","Japanese","121592","https://jpop.fandom.com/wiki/Suganami_Mirei","fetcher\database\picture_fandom\菅波美玲_portrait.jpg","regenerated_from_follower_model_v2","16.96","86","15","18","13","13","20","17","19","20","20","18","16","19","16","12","13","16","15","14","13","5","20","14","",""
"scenario6","2025-07-05","9","4omgTUU","≠ME","≠ME","5363990d-3455-4c8c-bfea-da686140357e","川中子奈月心","Kawanago Natsumi","かわなごなつみ","Natsumin (なつみん) Nattsuu (なっつー)","current","2019-04-08","","川中子奈月心","Black","0x98ff98","Additional member colors: Black","2005-09-26","19","163.7","Tokyo","Japanese","85378","https://jpop.fandom.com/wiki/Kawanago_Natsumi","fetcher\database\picture_fandom\川中子奈月心_portrait.jpg","regenerated_from_follower_model_v2","14.28","71","17","18","14","14","14","15","14","12","12","15","17","14","13","12","12","14","15","16","15","8","13","17","",""
"scenario6","2025-07-05","9","4omgTUU","≠ME","≠ME","ae52c990-523a-4da8-97d6-728a6dff404d","谷崎早耶","Tanizaki Saya","たにざきさや","Sayayan (さややん)","current","2019-02-01","","谷崎早耶","White","0xffc0cb","Additional member colors: White","1999-10-07","25","161","Kumamoto","Japanese","179041","https://jpop.fandom.com/wiki/Tanizaki_Saya","fetcher\database\picture_fandom\谷崎早耶_portrait.jpg","regenerated_from_follower_model_v2","14.85","74","17","16","13","13","16","14","15","16","14","15","14","13","16","14","18","13","17","14","18","7","20","13","",""
"scenario6","2025-07-05","9","4omgTUU","≠ME","≠ME","183108d6-de47-4c4f-ac4f-b14a8c3e45d8","尾木波菜","Ogi Hana","おぎはな","Hanyatan (はなちゃん)","current","2019-02-01","","尾木波菜","Blue","0x0000ff","Additional member colors: White","2003-05-08","22","162.5","Chiba","Japanese","153724","https://jpop.fandom.com/wiki/Ogi_Hana","fetcher\database\picture_fandom\尾木波菜_portrait.jpg","regenerated_from_follower_model_v2","16.08","82","14","18","17","16","20","14","13","15","14","16","19","16","17","19","13","13","16","19","18","3","14","13","",""
