scenario_id,scenario_opening_date,startup_group_order,group_uid,group_name,group_name_romanji,idol_uid,idol_name,idol_romaji,idol_hiragana,nickname,status_at_opening,membership_start_dates,membership_end_dates,member_name_in_group,member_colors,member_color_codes,membership_notes,birthday,age,height_cm,birthplace,languages,x_followers,wiki_url,portrait_photo_path,attribute_source,overall_rating,ability,strength,agility,natural_fitness,stamina,cute,pretty,pitch,tone,breath,rhythm,power,grace,clever,humor,talking,determination,teamwork,fashion,professionalism,injury_proneness,ambition,loyalty,manual_status_override,manual_notes
scenario6,7/5/2025,2,aUxpRkUh,iLiFE!,iLiFE!,112c6285-2b64-423f-aecc-9792a019fa67,心花りり,Konoka Riri,このかりり,Riri-chan (りりちゃん),current,2/25/2021,,心花りり,Red (Yumeiro H!L!T / iLiFE!),0xff0000,,5/19/1999,26,156,Miyagi,Japanese,164149,https://jpop.fandom.com/wiki/Konoka_Riri,fetcher\database\picture_fandom\心花りり_portrait.jpg,synthesized_from_follower_model,17.71,90,15,17,17,16,13,17,20,19,19,17,16,17,13,15,16,17,18,17,14,2,14,16,,
scenario6,7/5/2025,2,aUxpRkUh,iLiFE!,iLiFE!,890b101f-f7b0-4111-b495-5137a2aca824,あいす,Aisu,あいす,,current,7/11/2022,,あいす,Blue (i-COL / YAMINABE) White (iLiFE!),0x0000ff,,1/23/2006,19,152,Tokyo,Japanese,243188,https://jpop.fandom.com/wiki/Aisu,fetcher\database\picture_fandom\あいす_portrait.jpg,synthesized_from_follower_model,16.8,85,16,19,18,18,18,13,19,15,18,18,19,17,15,17,16,14,14,18,20,8,18,16,,
scenario6,7/5/2025,2,aUxpRkUh,iLiFE!,iLiFE!,256177bf-8043-4c43-9e77-c9838fcbf245,福丸うさ,Fukumaru Usa,ふくまるうさ,,current,7/15/2023,,福丸うさ,Yellow (ZUTTOMOTTO / iLiFE!),0xffff00,,1/26/2004,21,159,Japan,Japanese,138633,https://jpop.fandom.com/wiki/Fukumaru_Usa,fetcher\database\picture_fandom\福丸うさ_portrait.jpg,synthesized_from_follower_model,16.95,86,15,14,15,17,15,12,17,16,14,16,15,16,15,18,14,20,15,16,17,4,19,16,,
scenario6,7/5/2025,2,aUxpRkUh,iLiFE!,iLiFE!,8006b0ec-ead5-43fc-bb0e-6bb9f579b1c4,若葉のあ,Wakaba Noa,わかばのあ,Noa-nya (のあにゃ),current,9/12/2023,,若葉のあ,Green,0x008000,,7/7/2008,17,164,Gifu,Japanese,161244,https://jpop.fandom.com/wiki/Wakaba_Noa,fetcher\database\picture_fandom\若葉のあ_portrait.jpg,synthesized_from_follower_model,17.22,88,16,14,17,17,15,17,18,17,16,17,15,16,15,15,15,17,14,17,15,4,15,18,,
scenario6,7/5/2025,2,aUxpRkUh,iLiFE!,iLiFE!,2a3f475a-312d-43b5-ace9-5c66b2df9784,那蘭のどか,Nara Nodoka,ならのどか,,current,9/28/2024,8/27/2025,那蘭のどか,Pink,0xffc0cb,,10/12/2005,19,156,Aichi,Japanese,134564,https://jpop.fandom.com/wiki/Nara_Nodoka,fetcher\database\picture_fandom\那蘭のどか_portrait.jpg,synthesized_from_follower_model,16.1,80,16,15,15,17,16,15,14,18,17,18,17,17,15,15,16,13,13,18,6,7,14,17,,
scenario6,7/5/2025,2,aUxpRkUh,iLiFE!,iLiFE!,bdda9cba-8c14-400a-81d6-9f6a91c60a5f,空詩かれん,Sonata Karen,そなたかれん,Karen-ten (カレンてん),current,1/20/2025,,空詩かれん,Black (monogatari) Blue (iLiFE!),0x000000,,7/10/2000,25,155,Tokyo,Japanese,121050,https://jpop.fandom.com/wiki/Sonata_Karen,fetcher\database\picture_fandom\空詩かれん_portrait.jpg,synthesized_from_follower_model,15.6,79,16,15,13,17,13,14,14,15,12,18,18,16,14,15,16,18,17,13,18,3,19,16,,
scenario6,7/5/2025,2,aUxpRkUh,iLiFE!,iLiFE!,77a5d5c2-cb47-4523-b18f-c1f18476e4cb,虹羽みに,Kohane Mini,こはねみに,,current,5/9/2025,,虹羽みに,Light Blue,0xadd8e6,,3/2/2010,15,150,Tokyo,Japanese,148596,https://jpop.fandom.com/wiki/Kohane_Mini,fetcher\database\picture_fandom\虹羽みに_portrait.jpg,synthesized_from_follower_model,16.5,84,14,17,15,16,18,12,14,13,15,15,14,17,13,14,15,15,17,13,16,5,20,17,,
scenario6,7/5/2025,2,aUxpRkUh,iLiFE!,iLiFE!,9871efc4-1501-41eb-a430-94fd34bf4015,純嶺みき,Sumire Miki,すみれみき,,current,5/10/2025,,純嶺みき,Purple,0x800080,,4/12/2003,22,164.5,Kanagawa,Japanese,101467,https://jpop.fandom.com/wiki/Sumire_Miki,fetcher\database\picture_fandom\純嶺みき_portrait.jpg,synthesized_from_follower_model,15.09,75,17,16,15,18,15,17,14,16,13,15,19,18,12,13,15,19,18,14,16,4,15,14,,
scenario6,7/5/2025,2,aUxpRkUh,iLiFE!,iLiFE!,39648c9a-5e5c-47b9-9145-4437d165330e,小熊まむ,Koguma Mamu,こぐままむ,,current,5/11/2025,,小熊まむ,Orange,0xffa500,,11/23/2004,20,165.9,Nagano,Japanese,121041,https://jpop.fandom.com/wiki/Koguma_Mamu,fetcher\database\picture_fandom\小熊まむ_portrait.jpg,synthesized_from_follower_model,14.93,74,17,13,15,16,13,17,14,13,16,15,15,15,12,14,15,18,16,13,16,5,14,15,,
scenario6,7/5/2025,3,6auY5ba644Gu44Gq44Gn44GX44GT,高嶺のなでしこ,Takane_no_Nadeshiko,5c75a6ef-154d-4402-b65b-cb9dcfb34a70,春野莉々,Haruno Riri,はるのりり,,current,7/10/2022,7/31/2025,春野莉々,Green,0x008000,,1/16/2004,21,158,Nagano,Japanese,14000,https://jpop.fandom.com/wiki/Haruno_Riri,fetcher\database\picture_fandom\春野莉々_portrait.jpg,synthesized_from_follower_model,10.49,54,15,14,12,12,13,11,18,17,18,17,13,13,13,14,14,7,10,7,6,8,13,14,,
scenario6,7/5/2025,3,6auY5ba644Gu44Gq44Gn44GX44GT,高嶺のなでしこ,Takane_no_Nadeshiko,2fda22b6-ffe0-4265-b61c-00caa862380f,城月菜央,Kizuki Nao,きづきなお,,current,7/10/2022,,城月菜央,Yellow,0xffff00,,12/25/2003,21,153,Saitama,Japanese,27750,https://jpop.fandom.com/wiki/Kizuki_Nao,fetcher\database\picture_fandom\城月菜央_portrait.jpg,synthesized_from_follower_model,14.54,74,14,16,12,15,18,16,15,15,14,16,14,14,12,19,14,13,16,16,16,4,15,12,,
scenario6,7/5/2025,3,6auY5ba644Gu44Gq44Gn44GX44GT,高嶺のなでしこ,Takane_no_Nadeshiko,a3b60276-9e19-4966-8e12-7a487c2f3bd8,星谷美来,Hoshitani Mikuru,ほしたにみくる,Mikurun (みくるん),current,7/10/2022,,星谷美来,Red,0xff0000,,11/6/2003,21,161,Tokyo,Japanese,29244,https://jpop.fandom.com/wiki/Hoshitani_Mikuru,fetcher\database\picture_fandom\星谷美来_portrait.jpg,synthesized_from_follower_model,14.24,71,14,13,16,14,14,15,14,15,14,17,15,16,11,15,13,16,16,14,12,5,11,18,,
scenario6,7/5/2025,3,6auY5ba644Gu44Gq44Gn44GX44GT,高嶺のなでしこ,Takane_no_Nadeshiko,c9d6ebdd-2027-4e1f-b7b1-8831718bc453,東山恵里沙,Higashiyama Erisa,ひがしやまえりさ,Richan (りちゃん),current,7/10/2022,,東山恵里沙,Orange,0xffa500,,5/28/2006,19,156,Gifu,Japanese,22851,https://jpop.fandom.com/wiki/Higashiyama_Erisa,fetcher\database\picture_fandom\東山恵里沙_portrait.jpg,synthesized_from_follower_model,14.68,75,13,15,16,14,16,11,18,17,17,16,16,15,16,14,12,17,16,13,16,7,13,13,,
scenario6,7/5/2025,3,6auY5ba644Gu44Gq44Gn44GX44GT,高嶺のなでしこ,Takane_no_Nadeshiko,d1d67550-8a8e-436f-b0fc-22ec3827ef25,日向端ひな,Hinahata Hina,ひなはたひな,,current,7/10/2022,,日向端ひな,Purple,0x800080,,10/30/2002,22,158,Kanagawa,Japanese,19466,https://jpop.fandom.com/wiki/Hinahata_Hina,fetcher\database\picture_fandom\日向端ひな_portrait.jpg,synthesized_from_follower_model,13.64,69,13,14,13,14,17,15,16,15,15,15,14,16,12,13,12,12,12,14,15,5,14,11,,
scenario6,7/5/2025,3,6auY5ba644Gu44Gq44Gn44GX44GT,高嶺のなでしこ,Takane_no_Nadeshiko,0ee225b0-bc42-4132-998e-46a0d6df1b9c,葉月紗蘭,Hazuki Saara,はづきさあら,,current,7/10/2022,,葉月紗蘭,White,0xffffff,,3/3/2007,18,158,Mie,Japanese,18585,https://jpop.fandom.com/wiki/Hazuki_Saara,fetcher\database\picture_fandom\葉月紗蘭_portrait.jpg,synthesized_from_follower_model,12.55,62,14,12,10,15,13,13,17,18,16,16,14,16,15,15,13,11,10,14,15,5,14,14,,
scenario6,7/5/2025,3,6auY5ba644Gu44Gq44Gn44GX44GT,高嶺のなでしこ,Takane_no_Nadeshiko,3b2056fe-4dd1-4b72-8c90-9d3e25f302b8,涼海すう,Suzumi Su,すずみすう,Suu (すう),current,7/10/2022,,涼海すう,Light Blue,0xadd8e6,,8/22/2007,17,148,Osaka,Japanese,24563,https://jpop.fandom.com/wiki/Suzumi_Su,fetcher\database\picture_fandom\涼海すう_portrait.jpg,synthesized_from_follower_model,14.72,74,16,17,17,18,15,16,14,15,14,15,16,14,12,14,13,12,11,13,15,4,17,15,,
scenario6,7/5/2025,3,6auY5ba644Gu44Gq44Gn44GX44GT,高嶺のなでしこ,Takane_no_Nadeshiko,fa435849-8378-41af-b0fe-341103a45ac5,橋本桃呼,Hashimoto Momoko,はしもとももこ,Momo-chan (桃ちゃん) Hashimocchan (はしもっちゃん),current,8/5/2022,,橋本桃呼,Pink,0xffc0cb,,6/28/2003,22,160,Yamaguchi,Japanese,44496,https://jpop.fandom.com/wiki/Hashimoto_Momoko,fetcher\database\picture_fandom\橋本桃呼_portrait.jpg,synthesized_from_follower_model,14.38,73,14,16,12,17,16,12,16,16,14,16,16,13,12,14,15,18,18,14,17,5,16,11,,
scenario6,7/5/2025,3,6auY5ba644Gu44Gq44Gn44GX44GT,高嶺のなでしこ,Takane_no_Nadeshiko,d7006c4e-f7e9-4a02-8be6-1082f1526c31,松本ももな,Matsumoto Momona,まつもとももな,Momonan (ももなん) Momo-chan (ももちゃん),current,8/5/2022,,松本ももな,Light Pink,0xffb6c1,,10/12/2002,22,159,Kanagawa,Japanese,116954,https://jpop.fandom.com/wiki/Matsumoto_Momona,fetcher\database\picture_fandom\松本ももな_portrait.jpg,synthesized_from_follower_model,14.2,72,14,15,12,14,19,20,12,14,14,15,15,16,14,16,14,15,12,20,16,4,19,15,,
scenario6,7/5/2025,3,6auY5ba644Gu44Gq44Gn44GX44GT,高嶺のなでしこ,Takane_no_Nadeshiko,7e1f424a-254d-4c98-9ef4-059e6a8e30b9,籾山ひめり,Momiyama Himeri,もみやまひめり,Himerin (ひめりん) Momichan (もみちゃん),current,8/5/2022,,籾山ひめり,Blue,0x0000ff,,3/22/2004,21,158,Tochigi,Japanese,49811,https://jpop.fandom.com/wiki/Momiyama_Himeri,fetcher\database\picture_fandom\籾山ひめり_portrait.jpg,synthesized_from_follower_model,13.23,68,16,18,16,17,16,11,18,18,18,17,18,17,16,16,16,14,19,12,18,5,18,16,,
scenario6,7/5/2025,4,44Ki44Kt44K344OWcHJvamVjdA,アキシブproject,Akishibu project,c9703d21-784d-4818-ba13-eb66993e5b12,葵ふう,Aoi Fuu,あおいふう,Fuu-chan (ふーちゃん),current,11/20/2022,,葵ふう,Blue,0x0000ff,,11/18/2003,21,154,Tokyo,Japanese,10234,https://jpop.fandom.com/wiki/Aoi_Fuu_(Akishibu_project),fetcher\database\picture_fandom\葵ふう_portrait.jpg,synthesized_from_follower_model,11.75,60,12,12,12,12,16,12,13,13,11,13,15,15,12,13,17,9,15,8,14,5,12,12,,
scenario6,7/5/2025,4,44Ki44Kt44K344OWcHJvamVjdA,アキシブproject,Akishibu project,3dfb8264-e501-45a7-a373-b3255445674e,古賀みれい,Koga Mirei,こがみれい,Mirei (みれい),current,11/20/2022,9/26/2025,古賀みれい,White,0xffffff,,8/14/2004,20,152,Saitama,Japanese,11034,https://jpop.fandom.com/wiki/Koga_Mirei,fetcher\database\picture_fandom\古賀みれい_portrait.jpg,synthesized_from_follower_model,12.25,63,10,14,14,10,18,12,11,11,11,11,14,17,13,10,14,11,16,14,14,4,16,9,,
scenario6,7/5/2025,4,44Ki44Kt44K344OWcHJvamVjdA,アキシブproject,Akishibu project,ddb5696e-2390-4d7e-b17d-6de5e77a3533,如月なな,Kisaragi Nana,きさらぎなな,Naa-chan (なーちゃん),current,11/20/2022,,如月なな,Red,0xff0000,,2/17/2006,19,157,Saitama,Japanese,5574,https://jpop.fandom.com/wiki/Kisaragi_Nana,fetcher\database\picture_fandom\如月なな_portrait.jpg,synthesized_from_follower_model,10.65,53,12,11,14,10,17,12,14,12,13,11,15,17,10,10,13,13,12,9,15,6,11,14,,
scenario6,7/5/2025,4,44Ki44Kt44K344OWcHJvamVjdA,アキシブproject,Akishibu project,45484495-8792-48db-bab0-560ee4107464,清見るん,Kiyomi Run,きよみるん,Himeka (ひめか) Hime (ひめ),current,12/27/2023,,清見るん,Orange,0xffa500,,1/8/2002,23,159,Chiba,Japanese,4732,https://jpop.fandom.com/wiki/Kiyomi_Run,fetcher\database\picture_fandom\清見るん_portrait.jpg,synthesized_from_follower_model,11.03,55,13,13,12,11,14,15,18,17,17,15,15,15,11,10,12,15,11,9,12,5,10,15,,
scenario6,7/5/2025,4,44Ki44Kt44K344OWcHJvamVjdA,アキシブproject,Akishibu project,9fca343a-7ca8-4b6e-aade-3a0ffbcfe7e8,平沢かえ,Hirasawa Kae,ひらさわかえ,かえちゃん,current,12/28/2023,2/24/2026,平沢かえ,Yellow,0xffff00,,7/20/2004,21,163,Tokyo,Japanese,2884,https://jpop.fandom.com/wiki/Hirasawa_Kae,fetcher\database\picture_fandom\平沢かえ_portrait.jpg,synthesized_from_follower_model,10.14,51,12,12,12,12,14,16,19,18,18,17,17,15,12,10,12,11,11,8,12,4,15,9,,
scenario6,7/5/2025,4,44Ki44Kt44K344OWcHJvamVjdA,アキシブproject,Akishibu project,f58e36c6-38e3-49d7-9253-2225dc16f3d2,茉井良菜,Matsui Rana,まついらな,Ranatin (らなてぃん) Ranashi (ラナシ),current,12/29/2023,,茉井良菜,Mint Green,0x98ff98,,1/13/1999,26,158,"Sakurai, Nara",Japanese,32764,https://jpop.fandom.com/wiki/Matsui_Rana,fetcher\database\picture_fandom\茉井良菜_portrait.jpg,synthesized_from_follower_model,12.15,62,13,15,11,12,14,17,18,17,17,17,16,16,11,15,18,14,14,9,12,4,12,12,,
scenario6,7/5/2025,4,44Ki44Kt44K344OWcHJvamVjdA,アキシブproject,Akishibu project,25e6538c-68e4-4d4f-8aca-becdd5efd613,水琴まなみ,Mikoto Manami,みことまなみ,まなみん,current,12/13/2024,,水琴まなみ,Light Blue,0xadd8e6,,8/17/2004,20,166,Kyoto,Japanese,3000,https://jpop.fandom.com/wiki/Mikoto_Manami,fetcher\database\picture_fandom\水琴まなみ_portrait.jpg,synthesized_from_follower_model,8.7,44,15,11,11,10,14,17,14,13,15,16,15,16,12,10,12,12,11,9,13,2,8,13,,
scenario6,7/5/2025,4,44Ki44Kt44K344OWcHJvamVjdA,アキシブproject,Akishibu project,814c40ad-bcde-4f1a-af3b-f5154e98d601,美山ひな,Miyama Hina,みやまひな,ひなちゃん,current,12/16/2024,10/17/2025,美山ひな,Pink,0xffc0cb,,4/17/2007,18,157,Tokyo,Japanese,2000,https://jpop.fandom.com/wiki/Miyama_Hina,fetcher\database\picture_fandom\美山ひな_portrait.jpg,synthesized_from_follower_model,8.71,44,12,18,13,10,15,10,12,13,12,17,16,15,11,10,10,13,9,6,12,12,10,11,,
